team,association,variable,Unit,Date,Value
England,FIFA - International Federation of Association Football,Rank,1 = the best team,2001M12,10
England,FIFA - International Federation of Association Football,Rank,1 = the best team,2002M1,10
England,FIFA - International Federation of Association Football,Rank,1 = the best team,2002M2,10
England,FIFA - International Federation of Association Football,Rank,1 = the best team,2002M3,12
England,FIFA - International Federation of Association Football,Rank,1 = the best team,2002M4,11
England,FIFA - International Federation of Association Football,Rank,1 = the best team,2002M5,12
England,FIFA - International Federation of Association Football,Rank,1 = the best team,2002M7,8
England,FIFA - International Federation of Association Football,Rank,1 = the best team,2002M8,7
England,FIFA - International Federation of Association Football,Rank,1 = the best team,2002M9,9
England,FIFA - International Federation of Association Football,Rank,1 = the best team,2002M10,6
England,FIFA - International Federation of Association Football,Rank,1 = the best team,2002M11,6
England,FIFA - International Federation of Association Football,Rank,1 = the best team,2002M12,7
England,FIFA - International Federation of Association Football,Rank,1 = the best team,2003M1,8
England,FIFA - International Federation of Association Football,Rank,1 = the best team,2003M2,8
England,FIFA - International Federation of Association Football,Rank,1 = the best team,2003M3,9
England,FIFA - International Federation of Association Football,Rank,1 = the best team,2003M4,7
England,FIFA - International Federation of Association Football,Rank,1 = the best team,2003M5,7
England,FIFA - International Federation of Association Football,Rank,1 = the best team,2003M6,8
England,FIFA - International Federation of Association Football,Rank,1 = the best team,2003M7,10
England,FIFA - International Federation of Association Football,Rank,1 = the best team,2003M8,8
England,FIFA - International Federation of Association Football,Rank,1 = the best team,2003M9,6
England,FIFA - International Federation of Association Football,Rank,1 = the best team,2003M10,6
England,FIFA - International Federation of Association Football,Rank,1 = the best team,2003M11,8
England,FIFA - International Federation of Association Football,Rank,1 = the best team,2003M12,8
England,FIFA - International Federation of Association Football,Rank,1 = the best team,2004M1,8
England,FIFA - International Federation of Association Football,Rank,1 = the best team,2004M2,7
England,FIFA - International Federation of Association Football,Rank,1 = the best team,2004M3,6
England,FIFA - International Federation of Association Football,Rank,1 = the best team,2004M4,10
England,FIFA - International Federation of Association Football,Rank,1 = the best team,2004M5,12
England,FIFA - International Federation of Association Football,Rank,1 = the best team,2004M6,13
England,FIFA - International Federation of Association Football,Rank,1 = the best team,2004M7,8
England,FIFA - International Federation of Association Football,Rank,1 = the best team,2004M8,7
England,FIFA - International Federation of Association Football,Rank,1 = the best team,2004M9,7
England,FIFA - International Federation of Association Football,Rank,1 = the best team,2004M10,7
England,FIFA - International Federation of Association Football,Rank,1 = the best team,2004M11,7
England,FIFA - International Federation of Association Football,Rank,1 = the best team,2004M12,8
England,FIFA - International Federation of Association Football,Rank,1 = the best team,2005M1,8
England,FIFA - International Federation of Association Football,Rank,1 = the best team,2005M2,8
England,FIFA - International Federation of Association Football,Rank,1 = the best team,2005M3,8
England,FIFA - International Federation of Association Football,Rank,1 = the best team,2005M4,6
England,FIFA - International Federation of Association Football,Rank,1 = the best team,2005M5,6
England,FIFA - International Federation of Association Football,Rank,1 = the best team,2005M6,7
England,FIFA - International Federation of Association Football,Rank,1 = the best team,2005M7,8
England,FIFA - International Federation of Association Football,Rank,1 = the best team,2005M8,7
England,FIFA - International Federation of Association Football,Rank,1 = the best team,2005M9,11
England,FIFA - International Federation of Association Football,Rank,1 = the best team,2005M10,9
England,FIFA - International Federation of Association Football,Rank,1 = the best team,2005M11,9
England,FIFA - International Federation of Association Football,Rank,1 = the best team,2005M12,9
England,FIFA - International Federation of Association Football,Rank,1 = the best team,2006M1,9
England,FIFA - International Federation of Association Football,Rank,1 = the best team,2006M2,9
England,FIFA - International Federation of Association Football,Rank,1 = the best team,2006M3,9
England,FIFA - International Federation of Association Football,Rank,1 = the best team,2006M4,10
England,FIFA - International Federation of Association Football,Rank,1 = the best team,2006M5,10
England,FIFA - International Federation of Association Football,Rank,1 = the best team,2006M7,5
England,FIFA - International Federation of Association Football,Rank,1 = the best team,2006M8,5
England,FIFA - International Federation of Association Football,Rank,1 = the best team,2006M9,4
England,FIFA - International Federation of Association Football,Rank,1 = the best team,2006M10,5
England,FIFA - International Federation of Association Football,Rank,1 = the best team,2006M11,5
England,FIFA - International Federation of Association Football,Rank,1 = the best team,2006M12,5
England,FIFA - International Federation of Association Football,Rank,1 = the best team,2007M1,6
England,FIFA - International Federation of Association Football,Rank,1 = the best team,2007M2,6
England,FIFA - International Federation of Association Football,Rank,1 = the best team,2007M3,6
England,FIFA - International Federation of Association Football,Rank,1 = the best team,2007M4,8
England,FIFA - International Federation of Association Football,Rank,1 = the best team,2007M5,8
England,FIFA - International Federation of Association Football,Rank,1 = the best team,2007M6,8
England,FIFA - International Federation of Association Football,Rank,1 = the best team,2007M7,12
England,FIFA - International Federation of Association Football,Rank,1 = the best team,2007M8,12
England,FIFA - International Federation of Association Football,Rank,1 = the best team,2007M9,9
England,FIFA - International Federation of Association Football,Rank,1 = the best team,2007M10,11
England,FIFA - International Federation of Association Football,Rank,1 = the best team,2007M11,12
England,FIFA - International Federation of Association Football,Rank,1 = the best team,2007M12,12
England,FIFA - International Federation of Association Football,Rank,1 = the best team,2008M1,12
England,FIFA - International Federation of Association Football,Rank,1 = the best team,2008M2,11
England,FIFA - International Federation of Association Football,Rank,1 = the best team,2008M3,11
England,FIFA - International Federation of Association Football,Rank,1 = the best team,2008M4,11
England,FIFA - International Federation of Association Football,Rank,1 = the best team,2008M5,11
England,FIFA - International Federation of Association Football,Rank,1 = the best team,2008M6,9
England,FIFA - International Federation of Association Football,Rank,1 = the best team,2008M7,15
England,FIFA - International Federation of Association Football,Rank,1 = the best team,2008M8,14
England,FIFA - International Federation of Association Football,Rank,1 = the best team,2008M9,15
England,FIFA - International Federation of Association Football,Rank,1 = the best team,2008M10,14
England,FIFA - International Federation of Association Football,Rank,1 = the best team,2008M11,10
England,FIFA - International Federation of Association Football,Rank,1 = the best team,2008M12,8
England,FIFA - International Federation of Association Football,Rank,1 = the best team,2009M1,8
England,FIFA - International Federation of Association Football,Rank,1 = the best team,2009M2,8
England,FIFA - International Federation of Association Football,Rank,1 = the best team,2009M3,9
England,FIFA - International Federation of Association Football,Rank,1 = the best team,2009M4,7
England,FIFA - International Federation of Association Football,Rank,1 = the best team,2009M5,7
England,FIFA - International Federation of Association Football,Rank,1 = the best team,2009M6,6
England,FIFA - International Federation of Association Football,Rank,1 = the best team,2009M7,7
England,FIFA - International Federation of Association Football,Rank,1 = the best team,2009M8,7
England,FIFA - International Federation of Association Football,Rank,1 = the best team,2009M9,7
England,FIFA - International Federation of Association Football,Rank,1 = the best team,2009M10,7
England,FIFA - International Federation of Association Football,Rank,1 = the best team,2009M11,9
England,FIFA - International Federation of Association Football,Rank,1 = the best team,2009M12,9
England,FIFA - International Federation of Association Football,Rank,1 = the best team,2010M2,9
England,FIFA - International Federation of Association Football,Rank,1 = the best team,2010M3,7
England,FIFA - International Federation of Association Football,Rank,1 = the best team,2010M4,8
England,FIFA - International Federation of Association Football,Rank,1 = the best team,2010M5,8
England,FIFA - International Federation of Association Football,Rank,1 = the best team,2010M7,7
England,FIFA - International Federation of Association Football,Rank,1 = the best team,2010M8,7
England,FIFA - International Federation of Association Football,Rank,1 = the best team,2010M9,6
England,FIFA - International Federation of Association Football,Rank,1 = the best team,2010M10,6
England,FIFA - International Federation of Association Football,Rank,1 = the best team,2010M11,6
England,FIFA - International Federation of Association Football,Rank,1 = the best team,2010M12,6
England,FIFA - International Federation of Association Football,Rank,1 = the best team,2011M1,6
England,FIFA - International Federation of Association Football,Rank,1 = the best team,2011M2,6
England,FIFA - International Federation of Association Football,Rank,1 = the best team,2011M3,6
England,FIFA - International Federation of Association Football,Rank,1 = the best team,2011M4,6
England,FIFA - International Federation of Association Football,Rank,1 = the best team,2011M5,6
England,FIFA - International Federation of Association Football,Rank,1 = the best team,2011M6,4
England,FIFA - International Federation of Association Football,Rank,1 = the best team,2011M7,6
England,FIFA - International Federation of Association Football,Rank,1 = the best team,2011M8,4
England,FIFA - International Federation of Association Football,Rank,1 = the best team,2011M9,8
England,FIFA - International Federation of Association Football,Rank,1 = the best team,2011M10,7
England,FIFA - International Federation of Association Football,Rank,1 = the best team,2011M11,5
England,FIFA - International Federation of Association Football,Rank,1 = the best team,2011M12,5
England,FIFA - International Federation of Association Football,Rank,1 = the best team,2012M1,5
England,FIFA - International Federation of Association Football,Rank,1 = the best team,2012M2,5
England,FIFA - International Federation of Association Football,Rank,1 = the best team,2012M3,6
England,FIFA - International Federation of Association Football,Rank,1 = the best team,2012M4,7
England,FIFA - International Federation of Association Football,Rank,1 = the best team,2012M5,7
England,FIFA - International Federation of Association Football,Rank,1 = the best team,2012M6,6
England,FIFA - International Federation of Association Football,Rank,1 = the best team,2012M7,4
England,FIFA - International Federation of Association Football,Rank,1 = the best team,2012M8,3
England,FIFA - International Federation of Association Football,Rank,1 = the best team,2012M9,3
England,FIFA - International Federation of Association Football,Rank,1 = the best team,2012M10,5
England,FIFA - International Federation of Association Football,Rank,1 = the best team,2012M11,6
England,FIFA - International Federation of Association Football,Rank,1 = the best team,2012M12,6
England,FIFA - International Federation of Association Football,Rank,1 = the best team,2013M1,6
England,FIFA - International Federation of Association Football,Rank,1 = the best team,2013M2,4
England,FIFA - International Federation of Association Football,Rank,1 = the best team,2013M3,4
England,FIFA - International Federation of Association Football,Rank,1 = the best team,2013M4,7
England,FIFA - International Federation of Association Football,Rank,1 = the best team,2013M5,7
England,FIFA - International Federation of Association Football,Rank,1 = the best team,2013M6,9
England,FIFA - International Federation of Association Football,Rank,1 = the best team,2013M7,15
England,FIFA - International Federation of Association Football,Rank,1 = the best team,2013M8,14
England,FIFA - International Federation of Association Football,Rank,1 = the best team,2013M9,17
England,FIFA - International Federation of Association Football,Rank,1 = the best team,2013M10,10
England,FIFA - International Federation of Association Football,Rank,1 = the best team,2013M11,13
England,FIFA - International Federation of Association Football,Rank,1 = the best team,2013M12,13
England,FIFA - International Federation of Association Football,Rank,1 = the best team,2014M1,13
England,FIFA - International Federation of Association Football,Rank,1 = the best team,2014M2,15
England,FIFA - International Federation of Association Football,Rank,1 = the best team,2014M3,12
England,FIFA - International Federation of Association Football,Rank,1 = the best team,2014M4,11
England,FIFA - International Federation of Association Football,Rank,1 = the best team,2014M5,11
England,FIFA - International Federation of Association Football,Rank,1 = the best team,2014M6,10
England,FIFA - International Federation of Association Football,Rank,1 = the best team,2014M7,20
England,FIFA - International Federation of Association Football,Rank,1 = the best team,2014M8,20
England,FIFA - International Federation of Association Football,Rank,1 = the best team,2014M9,18
England,FIFA - International Federation of Association Football,Rank,1 = the best team,2014M10,20
England,FIFA - International Federation of Association Football,Rank,1 = the best team,2014M11,13
England,FIFA - International Federation of Association Football,Rank,1 = the best team,2014M12,13
England,FIFA - International Federation of Association Football,Rank,1 = the best team,2015M1,13
England,FIFA - International Federation of Association Football,Rank,1 = the best team,2015M2,15
England,FIFA - International Federation of Association Football,Rank,1 = the best team,2015M3,17
England,FIFA - International Federation of Association Football,Rank,1 = the best team,2015M4,14
England,FIFA - International Federation of Association Football,Rank,1 = the best team,2015M5,14
England,FIFA - International Federation of Association Football,Rank,1 = the best team,2015M6,15
England,FIFA - International Federation of Association Football,Rank,1 = the best team,2015M7,9
England,FIFA - International Federation of Association Football,Rank,1 = the best team,2015M8,8
England,FIFA - International Federation of Association Football,Rank,1 = the best team,2015M9,10
England,FIFA - International Federation of Association Football,Rank,1 = the best team,2015M10,10
England,FIFA - International Federation of Association Football,Rank,1 = the best team,2015M11,9
England,FIFA - International Federation of Association Football,Rank,1 = the best team,2015M12,9
England,FIFA - International Federation of Association Football,Rank,1 = the best team,2016M1,9
England,FIFA - International Federation of Association Football,Rank,1 = the best team,2016M2,9
England,FIFA - International Federation of Association Football,Rank,1 = the best team,2016M3,9
England,FIFA - International Federation of Association Football,Rank,1 = the best team,2016M4,10
England,FIFA - International Federation of Association Football,Rank,1 = the best team,2016M5,10
England,FIFA - International Federation of Association Football,Rank,1 = the best team,2016M6,11
England,FIFA - International Federation of Association Football,Rank,1 = the best team,2016M7,13
England,FIFA - International Federation of Association Football,Rank,1 = the best team,2016M8,13
England,FIFA - International Federation of Association Football,Rank,1 = the best team,2016M9,12
England,FIFA - International Federation of Association Football,Rank,1 = the best team,2016M10,12
England,FIFA - International Federation of Association Football,Rank,1 = the best team,2016M11,13
England,FIFA - International Federation of Association Football,Rank,1 = the best team,2016M12,13
England,FIFA - International Federation of Association Football,Rank,1 = the best team,2017M1,13
England,FIFA - International Federation of Association Football,Rank,1 = the best team,2017M2,13
England,FIFA - International Federation of Association Football,Rank,1 = the best team,2017M3,14
England,FIFA - International Federation of Association Football,Rank,1 = the best team,2017M4,14
England,FIFA - International Federation of Association Football,Rank,1 = the best team,2017M5,14
England,FIFA - International Federation of Association Football,Rank,1 = the best team,2017M6,13
France,FIFA - International Federation of Association Football,Rank,1 = the best team,1993M8,12
France,FIFA - International Federation of Association Football,Rank,1 = the best team,1993M9,7
France,FIFA - International Federation of Association Football,Rank,1 = the best team,1993M10,14
France,FIFA - International Federation of Association Football,Rank,1 = the best team,1993M11,15
France,FIFA - International Federation of Association Football,Rank,1 = the best team,1993M12,15
France,FIFA - International Federation of Association Football,Rank,1 = the best team,1994M2,14
France,FIFA - International Federation of Association Football,Rank,1 = the best team,1994M3,15
France,FIFA - International Federation of Association Football,Rank,1 = the best team,1994M4,15
France,FIFA - International Federation of Association Football,Rank,1 = the best team,1994M5,17
France,FIFA - International Federation of Association Football,Rank,1 = the best team,1994M6,13
France,FIFA - International Federation of Association Football,Rank,1 = the best team,1994M7,16
France,FIFA - International Federation of Association Football,Rank,1 = the best team,1994M9,20
France,FIFA - International Federation of Association Football,Rank,1 = the best team,1994M10,19
France,FIFA - International Federation of Association Football,Rank,1 = the best team,1994M11,18
France,FIFA - International Federation of Association Football,Rank,1 = the best team,1994M12,19
France,FIFA - International Federation of Association Football,Rank,1 = the best team,1995M2,18
France,FIFA - International Federation of Association Football,Rank,1 = the best team,1995M4,18
France,FIFA - International Federation of Association Football,Rank,1 = the best team,1995M5,17
France,FIFA - International Federation of Association Football,Rank,1 = the best team,1995M6,17
France,FIFA - International Federation of Association Football,Rank,1 = the best team,1995M7,18
France,FIFA - International Federation of Association Football,Rank,1 = the best team,1995M8,18
France,FIFA - International Federation of Association Football,Rank,1 = the best team,1995M9,20
France,FIFA - International Federation of Association Football,Rank,1 = the best team,1995M10,12
France,FIFA - International Federation of Association Football,Rank,1 = the best team,1995M11,9
France,FIFA - International Federation of Association Football,Rank,1 = the best team,1995M12,8
France,FIFA - International Federation of Association Football,Rank,1 = the best team,1996M1,13
France,FIFA - International Federation of Association Football,Rank,1 = the best team,1996M2,7
France,FIFA - International Federation of Association Football,Rank,1 = the best team,1996M4,5
France,FIFA - International Federation of Association Football,Rank,1 = the best team,1996M5,5
France,FIFA - International Federation of Association Football,Rank,1 = the best team,1996M7,3
France,FIFA - International Federation of Association Football,Rank,1 = the best team,1996M8,3
France,FIFA - International Federation of Association Football,Rank,1 = the best team,1996M9,3
France,FIFA - International Federation of Association Football,Rank,1 = the best team,1996M10,3
France,FIFA - International Federation of Association Football,Rank,1 = the best team,1996M11,3
France,FIFA - International Federation of Association Football,Rank,1 = the best team,1996M12,3
France,FIFA - International Federation of Association Football,Rank,1 = the best team,1997M2,3
France,FIFA - International Federation of Association Football,Rank,1 = the best team,1997M4,3
France,FIFA - International Federation of Association Football,Rank,1 = the best team,1997M5,4
France,FIFA - International Federation of Association Football,Rank,1 = the best team,1997M6,5
France,FIFA - International Federation of Association Football,Rank,1 = the best team,1997M7,11
France,FIFA - International Federation of Association Football,Rank,1 = the best team,1997M8,11
France,FIFA - International Federation of Association Football,Rank,1 = the best team,1997M9,17
France,FIFA - International Federation of Association Football,Rank,1 = the best team,1997M10,14
France,FIFA - International Federation of Association Football,Rank,1 = the best team,1997M11,7
France,FIFA - International Federation of Association Football,Rank,1 = the best team,1997M12,6
France,FIFA - International Federation of Association Football,Rank,1 = the best team,1998M2,6
France,FIFA - International Federation of Association Football,Rank,1 = the best team,1998M3,14
France,FIFA - International Federation of Association Football,Rank,1 = the best team,1998M4,25
France,FIFA - International Federation of Association Football,Rank,1 = the best team,1998M5,18
France,FIFA - International Federation of Association Football,Rank,1 = the best team,1998M7,2
France,FIFA - International Federation of Association Football,Rank,1 = the best team,1998M8,2
France,FIFA - International Federation of Association Football,Rank,1 = the best team,1998M9,2
France,FIFA - International Federation of Association Football,Rank,1 = the best team,1998M10,2
France,FIFA - International Federation of Association Football,Rank,1 = the best team,1998M11,2
France,FIFA - International Federation of Association Football,Rank,1 = the best team,1998M12,2
France,FIFA - International Federation of Association Football,Rank,1 = the best team,1999M1,2
France,FIFA - International Federation of Association Football,Rank,1 = the best team,1999M2,2
France,FIFA - International Federation of Association Football,Rank,1 = the best team,1999M3,2
France,FIFA - International Federation of Association Football,Rank,1 = the best team,1999M4,2
France,FIFA - International Federation of Association Football,Rank,1 = the best team,1999M5,2
France,FIFA - International Federation of Association Football,Rank,1 = the best team,1999M6,2
France,FIFA - International Federation of Association Football,Rank,1 = the best team,1999M7,2
France,FIFA - International Federation of Association Football,Rank,1 = the best team,1999M8,2
France,FIFA - International Federation of Association Football,Rank,1 = the best team,1999M9,3
France,FIFA - International Federation of Association Football,Rank,1 = the best team,1999M10,3
France,FIFA - International Federation of Association Football,Rank,1 = the best team,1999M11,2
France,FIFA - International Federation of Association Football,Rank,1 = the best team,1999M12,3
France,FIFA - International Federation of Association Football,Rank,1 = the best team,2000M1,3
France,FIFA - International Federation of Association Football,Rank,1 = the best team,2000M2,3
France,FIFA - International Federation of Association Football,Rank,1 = the best team,2000M3,3
France,FIFA - International Federation of Association Football,Rank,1 = the best team,2000M4,3
France,FIFA - International Federation of Association Football,Rank,1 = the best team,2000M5,3
France,FIFA - International Federation of Association Football,Rank,1 = the best team,2000M6,2
France,FIFA - International Federation of Association Football,Rank,1 = the best team,2000M7,2
France,FIFA - International Federation of Association Football,Rank,1 = the best team,2000M8,2
France,FIFA - International Federation of Association Football,Rank,1 = the best team,2000M9,2
France,FIFA - International Federation of Association Football,Rank,1 = the best team,2000M10,2
France,FIFA - International Federation of Association Football,Rank,1 = the best team,2000M11,2
France,FIFA - International Federation of Association Football,Rank,1 = the best team,2000M12,2
France,FIFA - International Federation of Association Football,Rank,1 = the best team,2001M1,2
France,FIFA - International Federation of Association Football,Rank,1 = the best team,2001M2,2
France,FIFA - International Federation of Association Football,Rank,1 = the best team,2001M3,2
France,FIFA - International Federation of Association Football,Rank,1 = the best team,2001M4,2
France,FIFA - International Federation of Association Football,Rank,1 = the best team,2001M5,1
France,FIFA - International Federation of Association Football,Rank,1 = the best team,2001M6,1
France,FIFA - International Federation of Association Football,Rank,1 = the best team,2001M7,1
France,FIFA - International Federation of Association Football,Rank,1 = the best team,2001M8,1
France,FIFA - International Federation of Association Football,Rank,1 = the best team,2001M9,1
France,FIFA - International Federation of Association Football,Rank,1 = the best team,2001M10,1
France,FIFA - International Federation of Association Football,Rank,1 = the best team,2001M11,1
France,FIFA - International Federation of Association Football,Rank,1 = the best team,2001M12,1
France,FIFA - International Federation of Association Football,Rank,1 = the best team,2002M1,1
France,FIFA - International Federation of Association Football,Rank,1 = the best team,2002M2,1
France,FIFA - International Federation of Association Football,Rank,1 = the best team,2002M3,1
France,FIFA - International Federation of Association Football,Rank,1 = the best team,2002M4,1
France,FIFA - International Federation of Association Football,Rank,1 = the best team,2002M5,1
France,FIFA - International Federation of Association Football,Rank,1 = the best team,2002M7,3
France,FIFA - International Federation of Association Football,Rank,1 = the best team,2002M8,4
France,FIFA - International Federation of Association Football,Rank,1 = the best team,2002M9,2
France,FIFA - International Federation of Association Football,Rank,1 = the best team,2002M10,2
France,FIFA - International Federation of Association Football,Rank,1 = the best team,2002M11,2
France,FIFA - International Federation of Association Football,Rank,1 = the best team,2002M12,2
France,FIFA - International Federation of Association Football,Rank,1 = the best team,2003M1,2
France,FIFA - International Federation of Association Football,Rank,1 = the best team,2003M2,2
France,FIFA - International Federation of Association Football,Rank,1 = the best team,2003M3,3
France,FIFA - International Federation of Association Football,Rank,1 = the best team,2003M4,3
France,FIFA - International Federation of Association Football,Rank,1 = the best team,2003M5,2
France,FIFA - International Federation of Association Football,Rank,1 = the best team,2003M6,2
France,FIFA - International Federation of Association Football,Rank,1 = the best team,2003M7,2
France,FIFA - International Federation of Association Football,Rank,1 = the best team,2003M8,2
France,FIFA - International Federation of Association Football,Rank,1 = the best team,2003M9,2
France,FIFA - International Federation of Association Football,Rank,1 = the best team,2003M10,2
France,FIFA - International Federation of Association Football,Rank,1 = the best team,2003M11,2
France,FIFA - International Federation of Association Football,Rank,1 = the best team,2003M12,2
France,FIFA - International Federation of Association Football,Rank,1 = the best team,2004M1,2
France,FIFA - International Federation of Association Football,Rank,1 = the best team,2004M2,2
France,FIFA - International Federation of Association Football,Rank,1 = the best team,2004M3,2
France,FIFA - International Federation of Association Football,Rank,1 = the best team,2004M4,2
France,FIFA - International Federation of Association Football,Rank,1 = the best team,2004M5,2
France,FIFA - International Federation of Association Football,Rank,1 = the best team,2004M6,2
France,FIFA - International Federation of Association Football,Rank,1 = the best team,2004M7,2
France,FIFA - International Federation of Association Football,Rank,1 = the best team,2004M8,2
France,FIFA - International Federation of Association Football,Rank,1 = the best team,2004M9,2
France,FIFA - International Federation of Association Football,Rank,1 = the best team,2004M10,2
France,FIFA - International Federation of Association Football,Rank,1 = the best team,2004M11,2
France,FIFA - International Federation of Association Football,Rank,1 = the best team,2004M12,2
France,FIFA - International Federation of Association Football,Rank,1 = the best team,2005M1,2
France,FIFA - International Federation of Association Football,Rank,1 = the best team,2005M2,2
France,FIFA - International Federation of Association Football,Rank,1 = the best team,2005M3,2
France,FIFA - International Federation of Association Football,Rank,1 = the best team,2005M4,4
France,FIFA - International Federation of Association Football,Rank,1 = the best team,2005M5,4
France,FIFA - International Federation of Association Football,Rank,1 = the best team,2005M6,5
France,FIFA - International Federation of Association Football,Rank,1 = the best team,2005M7,7
France,FIFA - International Federation of Association Football,Rank,1 = the best team,2005M8,9
France,FIFA - International Federation of Association Football,Rank,1 = the best team,2005M9,6
France,FIFA - International Federation of Association Football,Rank,1 = the best team,2005M10,5
France,FIFA - International Federation of Association Football,Rank,1 = the best team,2005M11,5
France,FIFA - International Federation of Association Football,Rank,1 = the best team,2005M12,5
France,FIFA - International Federation of Association Football,Rank,1 = the best team,2006M1,5
France,FIFA - International Federation of Association Football,Rank,1 = the best team,2006M2,5
France,FIFA - International Federation of Association Football,Rank,1 = the best team,2006M3,8
France,FIFA - International Federation of Association Football,Rank,1 = the best team,2006M4,7
France,FIFA - International Federation of Association Football,Rank,1 = the best team,2006M5,8
France,FIFA - International Federation of Association Football,Rank,1 = the best team,2006M7,4
France,FIFA - International Federation of Association Football,Rank,1 = the best team,2006M8,4
France,FIFA - International Federation of Association Football,Rank,1 = the best team,2006M9,2
France,FIFA - International Federation of Association Football,Rank,1 = the best team,2006M10,3
France,FIFA - International Federation of Association Football,Rank,1 = the best team,2006M11,4
France,FIFA - International Federation of Association Football,Rank,1 = the best team,2006M12,4
France,FIFA - International Federation of Association Football,Rank,1 = the best team,2007M1,4
France,FIFA - International Federation of Association Football,Rank,1 = the best team,2007M2,4
France,FIFA - International Federation of Association Football,Rank,1 = the best team,2007M3,4
France,FIFA - International Federation of Association Football,Rank,1 = the best team,2007M4,4
France,FIFA - International Federation of Association Football,Rank,1 = the best team,2007M5,4
France,FIFA - International Federation of Association Football,Rank,1 = the best team,2007M6,2
France,FIFA - International Federation of Association Football,Rank,1 = the best team,2007M7,4
France,FIFA - International Federation of Association Football,Rank,1 = the best team,2007M8,4
France,FIFA - International Federation of Association Football,Rank,1 = the best team,2007M9,6
France,FIFA - International Federation of Association Football,Rank,1 = the best team,2007M10,4
France,FIFA - International Federation of Association Football,Rank,1 = the best team,2007M11,7
France,FIFA - International Federation of Association Football,Rank,1 = the best team,2007M12,7
France,FIFA - International Federation of Association Football,Rank,1 = the best team,2008M1,7
France,FIFA - International Federation of Association Football,Rank,1 = the best team,2008M2,7
France,FIFA - International Federation of Association Football,Rank,1 = the best team,2008M3,7
France,FIFA - International Federation of Association Football,Rank,1 = the best team,2008M4,7
France,FIFA - International Federation of Association Football,Rank,1 = the best team,2008M5,7
France,FIFA - International Federation of Association Football,Rank,1 = the best team,2008M6,7
France,FIFA - International Federation of Association Football,Rank,1 = the best team,2008M7,10
France,FIFA - International Federation of Association Football,Rank,1 = the best team,2008M8,12
France,FIFA - International Federation of Association Football,Rank,1 = the best team,2008M9,11
France,FIFA - International Federation of Association Football,Rank,1 = the best team,2008M10,11
France,FIFA - International Federation of Association Football,Rank,1 = the best team,2008M11,12
France,FIFA - International Federation of Association Football,Rank,1 = the best team,2008M12,11
France,FIFA - International Federation of Association Football,Rank,1 = the best team,2009M1,11
France,FIFA - International Federation of Association Football,Rank,1 = the best team,2009M2,11
France,FIFA - International Federation of Association Football,Rank,1 = the best team,2009M3,12
France,FIFA - International Federation of Association Football,Rank,1 = the best team,2009M4,10
France,FIFA - International Federation of Association Football,Rank,1 = the best team,2009M5,10
France,FIFA - International Federation of Association Football,Rank,1 = the best team,2009M6,10
France,FIFA - International Federation of Association Football,Rank,1 = the best team,2009M7,9
France,FIFA - International Federation of Association Football,Rank,1 = the best team,2009M8,9
France,FIFA - International Federation of Association Football,Rank,1 = the best team,2009M9,10
France,FIFA - International Federation of Association Football,Rank,1 = the best team,2009M10,9
France,FIFA - International Federation of Association Football,Rank,1 = the best team,2009M11,7
France,FIFA - International Federation of Association Football,Rank,1 = the best team,2009M12,7
France,FIFA - International Federation of Association Football,Rank,1 = the best team,2010M2,7
France,FIFA - International Federation of Association Football,Rank,1 = the best team,2010M3,8
France,FIFA - International Federation of Association Football,Rank,1 = the best team,2010M4,10
France,FIFA - International Federation of Association Football,Rank,1 = the best team,2010M5,9
France,FIFA - International Federation of Association Football,Rank,1 = the best team,2010M7,21
France,FIFA - International Federation of Association Football,Rank,1 = the best team,2010M8,21
France,FIFA - International Federation of Association Football,Rank,1 = the best team,2010M9,27
France,FIFA - International Federation of Association Football,Rank,1 = the best team,2010M10,18
France,FIFA - International Federation of Association Football,Rank,1 = the best team,2010M11,21
France,FIFA - International Federation of Association Football,Rank,1 = the best team,2010M12,18
France,FIFA - International Federation of Association Football,Rank,1 = the best team,2011M1,18
France,FIFA - International Federation of Association Football,Rank,1 = the best team,2011M2,19
France,FIFA - International Federation of Association Football,Rank,1 = the best team,2011M3,18
France,FIFA - International Federation of Association Football,Rank,1 = the best team,2011M4,19
France,FIFA - International Federation of Association Football,Rank,1 = the best team,2011M5,19
France,FIFA - International Federation of Association Football,Rank,1 = the best team,2011M6,15
France,FIFA - International Federation of Association Football,Rank,1 = the best team,2011M7,16
France,FIFA - International Federation of Association Football,Rank,1 = the best team,2011M8,15
France,FIFA - International Federation of Association Football,Rank,1 = the best team,2011M9,12
France,FIFA - International Federation of Association Football,Rank,1 = the best team,2011M10,15
France,FIFA - International Federation of Association Football,Rank,1 = the best team,2011M11,15
France,FIFA - International Federation of Association Football,Rank,1 = the best team,2011M12,15
France,FIFA - International Federation of Association Football,Rank,1 = the best team,2012M1,15
France,FIFA - International Federation of Association Football,Rank,1 = the best team,2012M2,17
France,FIFA - International Federation of Association Football,Rank,1 = the best team,2012M3,16
France,FIFA - International Federation of Association Football,Rank,1 = the best team,2012M4,16
France,FIFA - International Federation of Association Football,Rank,1 = the best team,2012M5,16
France,FIFA - International Federation of Association Football,Rank,1 = the best team,2012M6,14
France,FIFA - International Federation of Association Football,Rank,1 = the best team,2012M7,14
France,FIFA - International Federation of Association Football,Rank,1 = the best team,2012M8,14
France,FIFA - International Federation of Association Football,Rank,1 = the best team,2012M9,15
